,,S_ID,Sender,SMS,CLASS
Eminem,367,z12rdtlarmrzxhuba04cibjomsiqi3ij00g,Paul Buxton,Omg! This guy sounds like an american professor green﻿,0
Eminem,368,z123wdtwhmnngjhat04cgtu5oyibstyopnw0k,vZoqwa,thumbs up if you think this should have 1 billion views﻿,0
Eminem,369,z13eznubuwixt3aae04cgb150t2nup2ba3o,Vence Cerbo,Lemme Top Comments Please!!﻿,0
Eminem,370,z12kf5dyltrijhepb04ccltibzijd5wa1mc0k,liu hui (dukegod),i love this song﻿,0
Eminem,371,z13ihhrakmndxblzo04chpp53nn2xbja1fc,Emma Halbrook,My favorite song 💗💗💗💗﻿,0
Eminem,372,LneaDw26bFuYnpb0cG3d_koRWn2FHQ6OFrPiqjFHeEs,Beats ProdByATHS,tryna work with some rappers check out the ones i already have on my channel,1
Eminem,373,LneaDw26bFt75QYI94b9j7RqQCUgwrDwiHbnb1uwpxo,RaMpAgE420,Check out Berzerk video on my channel ! :D,1
Eminem,374,z13ehf4g5z2rivxhm04cfjdyhl2kwljzsjs,Andrés Nuñez,super﻿,0
Eminem,375,LneaDw26bFuisc-qZu0BerSXLLjgKlxUD59lcMA8W_E,Stricker Stric,eminem new song check out my videos,1
Eminem,376,z12jt1dbdpbvzzyi304cdxr4cwqkgrild,Susan Ambs,Check out this video on YouTube:﻿,1
Eminem,377,LneaDw26bFsNko3TEEPMTxWPlFophSSKkSqvjRsENU8,arrgh garry,"My friends wife earns 4000DOLLARS a month ,you can do it do if you want to be a wwhore ,you can not get these type of wages for working from home on a PC taking surveys ...dont believe that shit,just because yahoo and other are taking their money does not mean they are LEGIT ..Please like this so the MSG gets thru to vulnerable  people Like eminem used to be ",1
Eminem,378,LneaDw26bFuUhekP0nDAiaqnW5sf4OD14dIjY-1o63c,RapStarz Coleman,Subscribe To Mê Please Guys,1
Eminem,379,LneaDw26bFvRgBzOd9MQ1jh0Cmt8vuPTQvOZboi-s24,Nicholas Reed,"this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift",1
Eminem,380,LneaDw26bFsMrQMk1vC-RxTxjmpFlt5sKz8Vo1_wIas,M.E.S,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1
Eminem,381,z12gdzyrqwvtvxfek230jnvp1zf4hjl3w,Carolina Sanchez Cifuentes,Love you﻿,0
Eminem,382,LneaDw26bFtHv3jHn8C0y5MliNA2oqkPogUL4HmsZPQ,Lil M,Lil m !!!!! Check hi out!!!!! Does live the way you lie and many more ! Check it out!!! And subscribe,1
Eminem,383,LneaDw26bFt-gGO-C3czQDS4cqE7xJfKoKqWmMIlSWc,HOTFUZZOFFICIAL,"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don&#39;t ask too much. If you can&#39;t help me just Like &amp; Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!",1
Eminem,384,LneaDw26bFuFgDF5yE6Udiuv2lqie4iaimFPdN7rvYk,Nikola Vejionvic,/watch?v=aImbWbfQbzg watch and subscrible,1
Eminem,385,z12qg5voponpgxwot04ci3txdw24ejr431g,Jp Galeanoo,I  love you Eminem﻿,0
Eminem,386,z13pup2w2k3rz1lxl04cf1a5qzavgvv51vg0k,geraldine lopez,love the you lie the good﻿,0
Eminem,387,z121hftrpqicztwq404cjvvzknqoupxxsxw0k,Daniel Tabatabai,still listening in 2015﻿,0
Eminem,388,LneaDw26bFuADByLeh7RnEltROTIUCqeYYXmt51DT2g,M.E.S,hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1
Eminem,389,z12jy5544qedxbgfq235ufyqbxqkzxbjl04,Brian Fletcher,Eminem rocks!﻿,0
Eminem,390,LneaDw26bFsw47hS3RAHCBj_uNPFQNZVbUVyx5Rh9zk,KOZZI RAP,CHECK OUT MY YOUTUBE VIDEOS FOR FUNNY AND COOL RAP,1
Eminem,391,z13mxl3zavzfc55as04ccf4ifo2textrofs,Honesty Wright,hay my is honesty wright i am 12year old  i love your song thank you for makeing this song i love this song so much sometime harts can get breaken  people kill  they self or go cazzy i  love you so much thanks 😱👏keep on go  make  sure you doing your   dream is comeing rule  good luck﻿,0
Eminem,392,z12midepsoiuxzmh304cjt0ihn3js1k4f1c,Marcellus Scates-nash,awesome﻿,0
Eminem,393,z12pwjsybq35ux1kd22cddmjpunribtzf04,Ikram Riani,I lovet﻿,0
Eminem,394,LneaDw26bFv9y-1cf9oawnpCocMFtK6HXTRuoffJR2k,Complete Pranks, Subscribe and like my video please,1
Eminem,395,LneaDw26bFs2GO5DvyLUXUhG7rNJ-Gb4pMhtnYgCRmY,ryan cooper,subscribed :) btw you have a good style keep it up brother :)),1
Eminem,396,LneaDw26bFvwhMGEs3mKR9qcJjIwC7L04F9DEGkLQfY,Drake Gagne,I KNOW YOU MAY NOT WANT TO READ THIS BUT please do  I&#39;m 87 Cypher an 11 year old rapper I have skill people said .my stuff isn&#39;t as good as my new stuff but its good please check out my current songs comment and like thank you for reading rap is my life,1
Eminem,397,z12lxrwx2vmxwv4m422dz30wmzbjfji4r04,Joao Victor Canassa,Charlie from Lost!﻿,0
Eminem,398,z12mwbgxhxvjez3xb04cg1wxrvnytzrq5kk0k,Mortal 2,Eminem THE BEST !﻿,0
Eminem,399,LneaDw26bFtxoMQMT4RjErJZWpjMtHBcA7QsnHKvXRI,jacobvine2000 .,"Usually guys I would vote people like this down but actually check out his channel, it reminds me of a smaller version of 8 mile. Give this guy a chance since everyone has to start somewhere!",1
Eminem,400,z13mchmibkr2irldm235xnn5umjruplia04,Vevo Ny,❤️❤️❤️﻿,0
Eminem,401,LneaDw26bFt3FLe7NEx2Gc7jToE3LwT1LrpIpyY48E8,KOZZI RAP,hello friends. i am a young 15 year old rapper trying to make something out of nothing..Please can you take a second of your life and check out my videos and help me reach my Dreams! GoD Bless YOU,1
Eminem,402,z12ahr2ittmsjrtpd04ccrqiklvvu3uqiew,Giovanni Satta,beautiful song!﻿,0
Eminem,403,LneaDw26bFsYJ3OzV2q22gR6I5MvSlIF8ve1WpZHnqg,KOZZI RAP,CHECK OUT MY CHANNEL BOYS AND GIRLS ;),1
Eminem,404,LneaDw26bFtlox7jDN60_ys-XolAIlgwwc5y6aEKR68,M.E.S,hey guys i know its annoying getting spammed sorry bout that but please take a moment to check out my channel  IM A RAPPER with DECENT skills. i want to share my music with more people so take a listen   THUMBS UP SO MORE CAN SEE THIS,1
Eminem,405,z12gzbzzzkvwtj5zr04cjf4q0yeztldz4ic,Hazeandrymojilip Hazeandrymojilip,best rap ever﻿,0
Eminem,406,z13gcjvh2naxyvshh04cjldgtpnyfrdylq40k,Aubone LeMieux ,I lover this song,0
Eminem,407,LneaDw26bFuDsbyypF_jwmq7b6BqQPB7BdLbhfqBU5c,M.E.S,hey guys i know you wanna skip over this but please take a chance and check out my music I&#39;m a young up and coming rapper with a big dream and i appreciate constructive critisism. so please have a look thank you for your time,1
Eminem,408,z12njnpwmuyxzrslm22ly1awll2dufkvi,Isabel Flores,Love your songs<br />Supper cool<br />﻿,0
Eminem,409,z13osfmj5m2kj1cb504cjrdbyvzijtu4gtk0k,Harl Bever,I like the music...but is anyone listening to the lyrics?﻿,0
Eminem,410,LneaDw26bFs2eQd05L_J9wVmiBlCClqLnM0JUQsB-3Q,YungDreams,Maybe no one will probably read this. But just in case you do Can You Put A &quot;Thumbs Up &quot;So Others Can See. I Just started rapping seriously (Type in Lunden- 1990 Video) just a simple button? can help my dreams come true. people will ignore this but if you don&#39;t can you listen and subscribe Thank you all God Bless.,1
Eminem,411,z12acz2r2qiwxtpwy04cihii5rmwefpzeao,InfernoGaming,:D﻿,0
Eminem,412,LneaDw26bFtvkPwGL4MxnAUFaIznH1ZWx7z_qBOoe5Q,Trey Curling,Check out my channel for some lyricism.....,1
Eminem,413,z13tjzdqhsmvvh2kr22isbsg1nmydd51v,Earline Craver,Me and my big sister like you﻿,0
Eminem,414,z12hc5yiuwr2sxml3230sxo4tofwftg1b,TheFegi12,Not bad﻿,0
Eminem,415,z132ebdhkwbauzogm04cfzm5oqigzzlxznc0k,cristina virrueta,I love eminem  &lt;3﻿,0
Eminem,416,z12aczswnozdwrfnj22usfnxymiaylupi04,nataly gonzález,She looks like Megan Fox 😂 xD!!﻿,0
Eminem,417,LneaDw26bFs4Mo3Kr9O93YAlCksPNemAPve_W-ivuMc,RapStarz Coleman,Hey Go To My Channel Check Out My Dongs Thanks YouTuber&#39;s,1
Eminem,418,z12xc1aydoauenbgx04cgfkazxrpur2i52o,Nicky G,is that megan fox?﻿,0
Eminem,419,z125dnzbqpyqxlghe04cdxsgaxnovjvbxq00k,Uday Kanwar,You can not hate eminem and nirvana...trust me﻿,0
Eminem,420,z12gcfvpsr3au3vg104cdpw5rvbivre5aeg,Jorge Salazar,Like eminen﻿,0
Eminem,421,LneaDw26bFsZrH_q8nAlrNCOT1Zadc4j8zPu-ZPpwIE,Stacy,check out my playlist,1
Eminem,422,LneaDw26bFv1lZ_yx4_HlVx6xNa0xuiUmgoIsxkWJ3E,seven4justice,Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET  Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005.  MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.,1
Eminem,423,LneaDw26bFsnP4vz8waC3hOcYwvM83aoMLyetymm5Io,McCostaOficial,subscribe to my channel who can,1
Eminem,424,z13gxxlhyrmccf10422gdrogiwbjtfwjb04,Ahmed Medhat,Simply rap god﻿,0
Eminem,425,z13auv44szqpddlcz22qgthjakq4jvnbw04,clirim99,is that megan fox x:D?﻿,0
Eminem,426,z13gut3rexalj5q5c04ciln54nynvjwyinw0k,Sonny Carter,I love this song﻿,0
Eminem,427,LneaDw26bFtn6YS8GRfHBxoaZZI5newNd0njNOSeF84,canku alkan,check out my new EM cover video trailer,1
Eminem,428,z12eilv44ynefj2ys04cj5vhynakxbnwrdk,BAT MAN,Really good song .<br />you know love song song.﻿,0
Eminem,429,z12vx3kz4lq3cnsiu04cejd5bne1gxnjbqo0k,Str8 Royalty,Eminem is the greatest artist to ever touch the mic.﻿,0
Eminem,430,z12lhvxwjyzperfrk04cg13yoyjefnv5hy40k,BEER BEER,i love Rihanna 😍😍😍😍[♧from Thailand♧]﻿,0
Eminem,431,z13zjp3povzzsp3xi04cgvtgwpfiy1faigo,dimitar traykov,some classsic :))))﻿,0
Eminem,432,LneaDw26bFvEGhYWZTzIRiff9BXME_JsdLXh4hiJEqo,Daniel Ebrey,sorry for the spam yall I know it’s annoying. But if you can spare a min please check out the new track on my channel i&#39;m a upcoming uk rapper.please come check out my songs u might like em. If not no worries I’m sorry for wastin your time. Even thumbs up to get more noticed will really help. peace yall,1
Eminem,433,z13vxnwwdxjqtlp5v04chjpw1waps5rrbqo0k,Punk 0utlaw,"This song is like an oreo, the black part is good but the white part is better﻿",0
Eminem,434,z13zejcafsrodf5f522xgn0xzonselufv,Daniel Harding,That guy charley of lost TV show﻿,0
Eminem,435,LneaDw26bFvJWycbUHAiKy7i7L14RqXWenvvcJhwbQE,David Bottenberg,subscribe to my channel  /watch?v=NxK32i0HkDs,1
Eminem,436,LneaDw26bFsFwQBcbaeKWWcSsBB7EA1zRf2nBgT9NyY,Ashim Limbu, HI IM 14 YEAR RAPPER SUPPORT ME GUY AND CHECK OUT MY CHANNEL AND CHECK OUT MY SONG YOU MIGHT LIKE IT ALSO FOLLOW ME IN TWITTER @McAshim for follow back.,1
Eminem,437,z13zfhkhfzrpjhgku22ewbtj4quri3izo04,Amaral Shady 013,Hello Brazil 😻✌💓😻👏﻿,0
Eminem,438,z12msjqximryxdfz104cjhbhtw2ld5ipsh4,SIR JOHN,EMINEM the best EVER.﻿,0
Eminem,439,LneaDw26bFvn1m3oQLlCgsaxLcEy_eMQzcK9NAbyaew,M.E.S,hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff,1
Eminem,440,LneaDw26bFv4NFg1m91sL1Aq1p-2N06VweQT4vOwTqc,Ando Nesia - | MC | Music Producer,DO YOU KNOW HOW SEAN KINGSTON GOT FAMOUS WHY DON&#39;T YOU LOOK IT UP KID BEFORE YOUR SO HARD ON YOURSELF!!  IF YOU HIT ME UP WITH A MESSAGE IN MY INBOX AND SUBSCRIBE I WILL CHECK OUT YOUR CHANNEL....SOUNDS FAIR TO ME.,1
Eminem,441,z12wvru4rzf5jx0wj04cgx5q1qi1w554ba0,Erin Williams,Best. Song. EVER 🙌﻿,0
Eminem,442,LneaDw26bFsVQRSG0ecctIfRIn4Od1tJqvnhDwCNqbI,the34104,check out eminem latest track survival if u didnt,1
Eminem,443,LneaDw26bFu3RCmyrWyP9S6wh1h9dBv3X95g1HzKAb4,Dany PK,SUBSCRIBE TO MY CHANNEL X PLEASE!. SPARE,1
Eminem,444,LneaDw26bFsD65dtIvAEObWYIYnFTqQDKBek_Ypz3J8,SmexyFriedChicken,Check out my videos guy! :) Hope you guys had a good laugh :D,1
Eminem,445,LneaDw26bFuvs-8oWkLpAFa6g3QHpWD8k7sbbMP3Bg8,The Guy That's Done Everything,3 yrs ago I had a health scare but thankfully I’m okay. I realized I wasn’t living life to the fullest.  Now I’m on a mission to do EVERYTHING I’ve always wanted to do. If you found out you were going to die tomorrow would you be happy with what you’ve accomplished or would you regret not doing certain things? Sorry for spamming I’m just trying to motivate people to do the things they’ve always wanted to. If you’re bored come see what I’ve done so far! Almost 1000 subscribers and I just started!,1
Eminem,446,z12hfp2wmyuqztkw504cgblyxtbsxjuzeow0k,Jesse Pinkman,Rihanna looks so beautiful with red hair ;)﻿,0
Eminem,447,z13tsbc5vvn0hdozz04chjt51lq1cvris0k,Gaming Gaming,857.482.940 views AWESOME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
Shakira,0,z13lgffb5w3ddx1ul22qy1wxspy5cpkz504,dharma pal,Nice song﻿,0
Shakira,1,z123dbgb0mqjfxbtz22ucjc5jvzcv3ykj,Tiza Arellano,I love song ﻿,0
Shakira,2,z12quxxp2vutflkxv04cihggzt2azl34pms0k,Prìñçeśś Âliś Łøvê Dømíñø Mâđiś™ ﻿,I love song ﻿,0
Shakira,3,z12icv3ysqvlwth2c23eddlykyqut5z1h,Eric Gonzalez,"860,000,000 lets make it first female to reach one billion!! Share it and replay it! ﻿",0
Shakira,4,z133stly3kete3tly22petvwdpmghrlli,Analena López,shakira is best for worldcup﻿,0
Shakira,5,z12myn4rltf4ejddv23mwr3piuapcbl0r,jehoiada wellington,The best world cup song ever!!!!﻿,0
Shakira,6,z135vzqy1yrjhluew23kibopnrmqsplux,Kara Cuthbertson,I love﻿,0
Shakira,7,z12uujnj2sifvzvav04chpypvofvexpoggg,Sudheer Yadav,SEE SOME MORE SONG OPEN GOOGLE AND TYPE Shakira GuruOfMovie﻿,1
Shakira,8,z13lvh1qnma4d15sy23lyvqq5riafz52m,Alex John,Awesome ﻿,0
Shakira,9,z135hlk5grfwjhmym04ced0gyzrvsn5avuw0k,Nirab Valobasha,I like shakira..﻿,0
Shakira,10,z121cvvqftuvuz1ld22pe3agcsepzhhtt,Chelsea Andrews,Shakira - Waka Waka <br />LOVE THIS SONG!!!!!!!!!!!!!!!﻿,0
Shakira,11,z12uf5gatnf1dflws04cfrigrxb3zryxtwk0k,Kevin Sosa,Why so many disliked??????!!!!!!😯﻿,0
Shakira,12,z13pihfbwlv5hv4ap04ceh3hvonuhvnxueg,OldSchool Music,I don&#39;t think this song will ever get old ﻿,0
Shakira,13,z13utfk5rny3yzqtj22phlsxmtfuspbcp,Stephen Lister,Love song﻿,0
Shakira,14,z13usjdoivinwzsoy04cgv2y0tbjs1s5xn00k,Karolína Hlavatá,wery good﻿,0
Shakira,15,z12bhf4rzpjsvjmcw22ghd4j4qeqfthpm04,DubCedSky,"Every time I hear this song, I think about Iniesta&#39;s goal against the Netherlands...﻿",0
Shakira,16,z132i1cj3t2cedajp04cfxcqalbkfzd5fyk0k,akita hachiko,Whose watching this in 2015. If so hi-5﻿,0
Shakira,17,z12aw1ah2m2vh30tb22bvl3olkbohlbid04,Benjy Growls,I love this song so much &lt;3<br />Keep em&#39; coming!﻿,0
Shakira,18,z12cydggrzyesrklw23qwzexerqavj11e,monkey moments,i love this song thumsb up to you﻿,0
Shakira,19,z12gddhblwz3cf3wc04cgvjajvulwxvb5lw0k,Dr.geetanjali sharma,Waka best one﻿,0
Shakira,20,z13xwz5p3xq4zxdyv04cir2ammejxj15n2c,Axy665,5 years later i still love this song <br />~Axy665﻿,0
Shakira,21,z135glq5fnnielbbd04cchvr2orkurdgrz40k,celma joao tomas anacuja anacuja celma joao tomas,Like﻿,0
Shakira,22,z13zjlpo2nbehxwf322gelhzwmqwgn1mt,Raafat saeed,Check out this playlist on YouTube:﻿,1
Shakira,23,z12vv1hgirrhz5bh504cejjrstfkt1kq1po0k,ortiz brown,Her voice sounds weird and plus she&#39;s cute for a blonde﻿,0
Shakira,24,z12pch5bnqyxttpi004ch3b4usa1wjdg5l40k,mike the greek gamer,"Why there are so many dislikes. This song is so... awesome. It sounds like we MUST STOP BE RACISTS!!! If I could, I would like it 1,000,000,000 times!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿",0
Shakira,25,z12julhignjmuzlnv230yzipftzvhjzuh,Aveonne Walker,Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿,0
Shakira,26,z12jd30zok2te1ghh04cdphgcqmshld5ncg,MikeTheOne42,still watching in 2015...﻿,0
Shakira,27,z12yxbpp3rurin5wc04cf3sqmlrvwlhzgao,Golden Lion,Shakira is my favourite singer. Wooooo﻿,0
Shakira,28,z12yvdxizlrze1osb22xev1xyxakdphe3,Coc Chitthu,i remember this song!,0
Shakira,29,z13tv3oqtkz0exqhg04cjfgqlyrgipmou20,vuong quang,Like﻿,0
Shakira,30,z132xfsy4pz5uvyxh04ce50xez2ki53ysaw,Ryan Ramma,Whose who are watching this in 2015.  LIKE!﻿,0
Shakira,31,z13uhhxp5nvig15yc04citszvtagwtmpqcc,Terry Short,"Support the fight for your 4th amendment right to privacy in your home.  Stop the NSA spying on Americans with the un Patriot Act Renewal. Rand Paul has spent 10.5 hours on the Senate floor in a Protest and Filibuster fighting for our  Constitution that this Nation is founded on. Join the fight at Rand Paul dot com. Spread The Word. We Have Someone That Cares About Our Nation.  Email your Senators, Congress men and women, tell them to support Rand. Tell the news to support Rand too Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters join Rand in the fight to protect <a href=""http://it.ht"">it.ht</a> to privacy in your home and business.. Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday  morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters To All Of US, Help Rand Protect It by joining the fright for it.﻿",1
Shakira,32,z135ihwjrofccvbzu04cehzp3prte5jyccg,marko kacar,best song in world﻿,0
Shakira,33,z12rihewvsi0fxgui23bi31bulqvfj5vk,ovidiu mitricioiu,BEAUTIFUL,0
Shakira,34,z12wc5uotu3gz1pwd04ce1ly2vjuvxphxuk0k,Agung Handono Susilo,Good song:-)﻿,0
Shakira,35,z13lgjaxhnbzuxxmd22iyh24cwqqwpfiz04,Nimesh Nambiar,She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿,0
Shakira,36,z13gv1bxbuytgjl3o23fdr5r3kaadbbm1,‫حلم الشباب‬‎,Check out this video on YouTube:﻿,1
Shakira,37,z13vf1mwauyjgj23q22vtppxjlnihr2ro04,Zcoria Kelly,Love this song﻿,0
Shakira,38,z13fsxq5coffdz54p04cjxzppp3ezhhw0u40k,Spider Girl,Love this song! My soccer team made a cd for our couch with this song on it!﻿,0
Shakira,39,z12afj2p2pniy1idm23wclt4ox2wujzj004,Ernest Foli,fave song﻿,0
Shakira,40,z13ue30j3uywfdivm23zgtzoflv0fhqce,Laura Gray,Watching in 2015﻿,0
Shakira,41,z12wuxjqmqjbyjab404cidxofne4ftup35c,Trygve Nilsen,I felt old when I realized that this song was 5 years old...﻿,0
Shakira,42,z13iuzxghsypjtfwy04ccnewbqbde3qwea0,Сергей Андреевич,love Shakira!﻿,0
Shakira,43,z13yi50hjzqgitubv04cfhzyby3ystsrh5g,adey lanre,One of the best song of all the time﻿,0
Shakira,44,z13udxpqgtnnxt10o232vhgbspnveld0c,bossdon redhouse,I really am madly in love with this woman!!﻿,0
Shakira,45,z13ywdzqsnmjhts2v22qzrhpxzn5frizg04,Eidya Pal,i totally love this song. absolutely fantastic! i love ya shakira!﻿,0
Shakira,46,z135znoyckynyhfyc04cj1qzturycx24aw40k,Ed Garcon,im still watching in 2015﻿,0
Shakira,47,z13uxtggrz25vlgcy225xf5yqweagnrra04,rachel perez,the song is sad﻿,0
Shakira,48,z13ijbpyhnvtddsue223c3pgilfjs3pmv,Ibtihal Baho,goood﻿,0
Shakira,49,z13cvpcyiqr5xnfmj235exiwvlqre514d04,Viv Varghese,The best FIFA world cup song for sure.﻿,0
Shakira,50,z12csjyqqru3tvlcb22hz3vrrn3jzfzyg04,Thiago Andrade,Nice vídeo shakira good﻿,0
Shakira,51,z12bfraboyajftgbz04ccbkr3xjxfxyxsew,Abdullah Fawzi,"coby this USL and past :<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX<br />delete space after y﻿",1
Shakira,52,z132svd4fvq1wntfd221w5szfzezjri2r,Abdullah Fawzi,"see this<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX﻿",1
Shakira,53,z13xy3naqwneytjyb04cjdb54luwyjk4alo0k,Nash Alema,Waka waka﻿,0
Shakira,54,z12qufrhtzvrzztje04chhmadyu3glopkm00k,Russian soldier sniper,she is beautiful but it is not American!﻿,0
Shakira,55,z121ireiytz2f1xzz04cc5fznlnchb1jphg,Toby Bywater,Thumbs up if your watching in 2015﻿,1
Shakira,56,z13wgdwwuralul0ki23fuxqxvrbmunwkf,Mohammed Yousef,ILOVETHISSONG﻿,0
Shakira,57,z12hsre40qqswblvg22kvlrhgznxul1xu04,JH Simene,Subscribe me please. i&#39;ll promise i&#39;ll sub back﻿,1
Shakira,58,z13uw5rqqwu4ufqli224fvzryy2vwlyk4,MmmHmmm,Lamest World Cup song ever! This time FOR Africa? You mean IN Africa. It wasn&#39;t a Live Aid event or something. She made it seem like a charity case for them instead of a proud moment. Where was Ricky Martin when you needed him! SMH﻿,0
Shakira,59,z13lhxc4yoidt5hdn23jydg5nkuehblxs04,Angelica Figueroa,My friend Sam loves this song😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊﻿,0
Shakira,60,z12zcxyjxof0ihx4w04cf1gojz3zwnty4ts0k,Syed Akbar Ali,Check out this video on YouTube:﻿,1
Shakira,61,z134ufywgmy5yny1223bvdkxvleyjj2ik04,Oreoluwa Ajjayi,I love you﻿,0
Shakira,62,z12uvzpw4tufgf2qw04chd5abu3uvf4rw5o,Eric Gonzalez,"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿",0
Shakira,63,z13zj535dsqgcfyot04cixgics3zdrspsqw0k,‫كيكه وستايلي فيكه كيكه وستايلي فيكه‬‎,ILove shakira ﻿,0
Shakira,64,z13it35hwti1uf0ea22ju5dxoyqiubdso,Tierra Carbon,It was  cool   the best   song ever  ﻿,0
Shakira,65,z133xfvjenv5vfr0o22nhfrawr2ve3gp004,Lala Ella,OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿,0
Shakira,66,z13azdiwulmkf5kmr22cwbpq1zrntfxby04,Alexander Solli,My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.﻿,1
Shakira,67,z13lih3oztyagltwo04ceh3rezv2hfx5aj4,Arvind Pandey,nice song﻿,0
Shakira,68,z12ui12j5ti4dnyaa04cezhbnuuchl05ckc0k,Abdou Abdou,waka waka﻿,0
Shakira,69,z12lth44woywehejy04cilgh2lejztjapi0,MOHAMED THASLEEM,super music﻿,0
Shakira,70,z13cyndpyk2vefcyo04ce1ib5wrbxjqxuvk0k,Haolin Tan,How could 108k people dislike this song or video﻿,0
Shakira,71,z13durqh1sb4iv14q04cep3jenmavh4ajqg0k,Lupitaochoa Dieciseis,Love it!!!!!!!!!!!!!!!!💜﻿,0
Shakira,72,z13rg14qosy3uvqz204cf1eaotyyjbyx1ec,Carmen W,I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿,0
Shakira,73,z12uu1ni2uqrvzfhf04cflg4ezqmjnfzzu00k,Hamilton44,Youtube comments be like<br />This is so 5 years ago. ﻿,0
Shakira,74,z13teltr2ljvx1cgd04cihnpetm1xlwxm3g,Leedl bagginshield,it pisses me off a bit that blank space has more views (868 mio) than this. meh ﻿,0
Shakira,75,z12jwtvwcrmks1xbe04ch5nikwnscb4iqr40k,Athena Gomez,Your the best♣♥﻿,0
Shakira,76,z13zt31xrsrvcxtsz23dgvob4y21t3ppt04,Athena Gomez,I love you  ;p﻿,0
Shakira,77,z12iyf2wkybwerg5104cddairnrzf5vwoog0k,Anastasia Trevla,I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿,0
Shakira,78,z13rgdjjjzmkuhnvf23dd1wxkqzwvjiij04,Jessica Onyekwere,"This song is special, because is a song for Africa  and I am an African ﻿",0
Shakira,79,z13fyrra1pres5hbj04chzwabkels11pe5c,GamingWith Kim,&lt;3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿,0
Shakira,80,z13cw35rwznvud1jt04cgl4zfpaqxj2z4qg0k,Raphael Lipusch,I love shakira<br />❤❤❤❤﻿,0
Shakira,81,z13isvpjcwadtnxfa23sdd0ipp20wzxdd,rtfamily,"Definitley the song for 2010 when im not listening to gypsy SHAKIRA ROCKS<br /><span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/101721377578919894134"" oid=""101721377578919894134"">shakiraVEVO</a></span>﻿",1
Shakira,82,z12wu1hapwjnvdrwe04cdj4ogu31cpjgnbw,KAM IL,I remember that torunament like it was today.﻿,0
Shakira,83,z122s1uitnfitv4ru04cet2jquumwz1zsyc0k,Madalynn Miller,Thank you. Please give your email. ﻿,1
Shakira,84,z13iefh5fqbhincpi04cfrcaxxzuwfdpgtc0k,ashwini praveena,beautiful﻿,0
